N,Time (ms)
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
42,0.0
44,0.0
45,0.0
46,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
60,0.0
62,0.0
63,0.0
64,0.0
65,0.598388671875
66,0.0
68,0.0
69,0.0
70,0.0
72,0.598388671875
74,0.0
75,0.598388671875
76,0.0
77,0.86767578125
78,0.0
80,0.0
81,0.598388671875
84,0.0
85,0.0
87,0.0
88,0.0
90,0.0
91,0.50341796875
92,0.0
93,0.0
95,0.0
96,0.86767578125
98,0.0
99,0.0
100,0.999755859375
102,0.86767578125
104,0.0
105,0.50341796875
108,0.0
110,0.0
111,0.86767578125
112,0.0
114,0.0
115,0.9990234375
116,0.50341796875
117,0.86767578125
119,1.002685546875
120,0.0
121,1.193115234375
124,1.002685546875
125,0.0
126,0.0
128,0.0
130,1.002685546875
132,0.86767578125
133,0.0
135,0.0
136,0.0
138,1.002685546875
140,0.0
143,0.999755859375
144,0.86767578125
145,0.50341796875
147,0.999755859375
148,0.0
150,0.0
152,0.86767578125
153,1.000244140625
154,1.000244140625
155,1.002685546875
156,0.0
160,1.000244140625
161,0.0
162,1.000244140625
165,1.193115234375
168,0.999755859375
169,0.99951171875
170,0.50341796875
171,1.0
174,0.999755859375
175,0.0
176,0.0
180,0.999755859375
182,1.00048828125
184,1.23876953125
185,0.0
186,1.23876953125
187,2.53955078125
189,0.99951171875
190,1.0
192,1.23876953125
195,0.0
196,0.999755859375
198,1.000244140625
200,0.99951171875
203,1.0
204,1.193115234375
207,1.50244140625
208,1.000244140625
209,2.14306640625
210,2.53955078125
216,0.0
217,2.53955078125
220,2.14306640625
221,1.998779296875
222,1.193115234375
224,2.53955078125
225,1.193115234375
228,0.999755859375
230,2.0
231,1.000244140625
232,2.14306640625
234,2.53955078125
238,1.193115234375
240,0.99951171875
242,3.02734375
243,2.14306640625
245,2.0
247,3.50439453125
248,1.998779296875
250,0.99951171875
252,3.02734375
253,1.998779296875
255,4.333740234375
256,2.53955078125
259,0.999755859375
260,2.00341796875
261,3.02734375
264,2.14306640625
266,3.43408203125
270,1.99951171875
272,1.998779296875
273,3.02734375
275,1.998779296875
276,4.002197265625
279,1.998779296875
280,3.50439453125
285,3.999755859375
286,3.50439453125
288,4.333740234375
289,6.0078125
290,3.0
294,4.832763671875
296,3.999755859375
297,4.832763671875
299,5.307861328125
300,3.009033203125
304,3.02734375
306,1.998779296875
308,5.307861328125
310,3.999755859375
