N,Time (ms)
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
30,0.0
32,0.0
33,0.0
34,0.0
35,0.999755859375
36,0.0
38,0.0
39,0.0
40,0.0
42,0.0
44,0.0
45,0.0
46,0.0
48,0.0
49,0.0
50,0.999755859375
51,0.0
52,0.0
54,0.999755859375
55,0.0
56,0.999755859375
57,0.0
60,0.0
63,0.0
64,0.0
65,0.0
66,0.999755859375
68,0.0
69,0.0
70,0.0
72,0.0
75,0.0
76,0.0
77,0.0
78,0.0
80,0.0
81,1.514404296875
84,0.0
85,0.0
88,0.0
90,0.0
91,1.0009765625
92,0.0
95,0.0
96,0.0
98,0.0
99,0.0
100,0.0
102,1.514404296875
104,1.004150390625
105,0.0
108,1.0
110,1.004150390625
112,0.9990234375
114,0.0
115,1.514404296875
117,1.00439453125
119,1.514404296875
120,0.0
121,0.0
125,0.0
126,1.00439453125
128,0.0
130,1.0
132,1.00439453125
133,1.000244140625
135,1.02490234375
136,1.00439453125
138,1.0
140,0.0
143,2.0068359375
144,0.0
147,1.02490234375
150,1.00439453125
152,1.0
153,0.99951171875
154,0.0
156,1.999755859375
160,1.0
161,0.0
162,1.0
165,0.999267578125
168,2.0068359375
169,1.003662109375
170,1.268798828125
171,2.0068359375
175,1.999755859375
176,0.0
180,1.999755859375
182,2.004638671875
184,2.0068359375
187,2.00048828125
189,1.003662109375
190,1.999755859375
192,0.999267578125
195,2.999755859375
196,1.50244140625
198,0.999267578125
200,2.999755859375
204,2.0
207,2.00048828125
208,2.0
209,2.0
210,2.999755859375
216,2.004638671875
220,2.0
221,3.00390625
224,3.507568359375
225,2.999755859375
228,2.0
230,1.50244140625
231,3.00390625
234,1.50244140625
238,3.054443359375
240,1.50244140625
242,2.0
247,4.000244140625
250,3.507568359375
252,1.50244140625
253,3.002197265625
255,3.53564453125
256,4.04833984375
260,3.53564453125
264,3.054443359375
266,3.53564453125
270,4.999267578125
272,5.5361328125
273,4.999755859375
275,4.04833984375
276,3.054443359375
280,4.04833984375
285,5.38720703125
286,3.53564453125
288,4.04833984375
289,5.119873046875
294,5.38720703125
299,4.04833984375
300,5.5361328125
304,5.003662109375
306,5.999755859375
308,5.5361328125
312,4.04833984375
315,5.119873046875
320,8.0341796875
322,5.003662109375
323,7.059814453125
324,7.00244140625
325,7.059814453125
330,5.999755859375
336,5.119873046875
340,7.0078125
342,7.004150390625
345,7.00244140625
350,7.059814453125
352,7.0078125
357,9.262451171875
360,5.999755859375
361,9.009033203125
368,7.00244140625
374,8.856201171875
375,7.004150390625
378,9.422119140625
380,10.013671875
384,9.422119140625
391,9.009033203125
396,10.1025390625
399,11.021728515625
400,9.009033203125
408,10.013671875
414,11.5302734375
418,12.3818359375
420,12.4951171875
425,11.021728515625
432,12.3818359375
437,13.51220703125
440,13.68310546875
441,14.093017578125
450,12.4951171875
456,13.68310546875
460,15.007568359375
462,16.083984375
475,14.093017578125
480,16.01611328125
483,16.575927734375
484,17.628173828125
500,16.575927734375
504,18.182861328125
506,18.17724609375
525,17.628173828125
528,20.68603515625
529,20.01953125
550,25.783203125
552,23.16259765625
575,25.21337890625
576,24.61181640625
600,29.43359375
625,29.0205078125
