N,Time (ms)
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
30,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
38,0.0
39,0.0
40,0.0
42,0.0
44,0.0
45,0.0
46,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
54,0.0
55,0.0
56,0.0
57,0.0
60,0.0
63,0.0
64,0.0
65,0.0
66,0.0
68,0.0
69,0.0
70,0.0
72,0.0
75,0.0
76,0.0
77,0.0
78,0.0
80,0.0
81,0.0
84,0.0
85,0.0
88,0.0
90,0.0
91,0.0
92,0.0
95,0.0
96,0.0
98,0.0
99,0.0
100,0.0
102,0.0
104,0.0
105,0.0
108,0.0
110,0.0
112,0.0
114,0.0
115,0.0
117,0.0
119,0.999755859375
120,0.0
121,1.00390625
125,0.0
126,0.999755859375
128,0.999755859375
130,0.999755859375
132,0.0
133,0.999755859375
135,0.0
136,0.0
138,0.0
140,0.0
143,1.000732421875
144,0.0
147,1.00390625
150,0.0
152,0.0
153,1.489990234375
154,1.000244140625
156,0.0
160,1.00390625
161,1.489990234375
162,0.0
165,0.0
168,1.000732421875
169,0.999755859375
170,0.959716796875
171,0.0
175,1.489990234375
176,1.00390625
180,0.959716796875
182,0.0
184,1.000732421875
187,1.4521484375
189,1.000732421875
190,0.0
192,1.4521484375
195,1.0791015625
196,1.000732421875
198,0.0
200,0.999755859375
204,0.9990234375
207,1.4521484375
208,0.0
209,1.00537109375
210,0.9990234375
216,1.4521484375
220,0.999755859375
221,1.029052734375
224,0.999755859375
225,1.00537109375
228,1.00048828125
230,1.0791015625
231,0.999755859375
234,0.9990234375
238,1.999267578125
240,0.9990234375
242,1.029052734375
243,1.0791015625
247,1.029541015625
250,1.0791015625
252,1.029052734375
253,0.998291015625
255,2.00048828125
256,2.0
260,1.999267578125
264,1.029541015625
266,2.034423828125
270,2.00048828125
272,2.505615234375
273,2.00390625
275,2.0
276,1.029541015625
280,2.00048828125
285,1.99951171875
286,2.034423828125
288,2.0
289,2.477783203125
294,2.505615234375
297,2.0
299,2.00048828125
300,2.505615234375
304,2.000244140625
306,2.2265625
308,2.000244140625
312,2.505615234375
315,2.477783203125
320,2.9990234375
322,2.0
323,3.0009765625
324,2.505615234375
325,2.9990234375
330,2.477783203125
336,2.000244140625
338,2.2265625
340,4.0810546875
342,3.0048828125
345,3.0009765625
350,2.2265625
351,2.477783203125
352,3.185302734375
357,3.004638671875
360,4.0810546875
361,4.318359375
364,3.0048828125
368,4.0810546875
374,5.142333984375
375,3.004638671875
378,3.0009765625
380,4.522705078125
384,5.142333984375
390,4.318359375
391,3.54052734375
392,4.318359375
396,3.99951171875
399,4.508056640625
400,3.0048828125
405,4.318359375
408,4.522705078125
414,4.318359375
416,3.99951171875
418,6.734375
420,4.318359375
425,4.508056640625
432,4.522705078125
437,5.470458984375
440,6.0234375
441,6.503662109375
442,6.0234375
448,5.470458984375
450,6.734375
456,6.030517578125
459,4.508056640625
460,7.0
462,7.034912109375
468,7.0
475,6.503662109375
476,6.0234375
480,6.503662109375
483,7.720703125
484,7.51708984375
486,7.034912109375
494,7.720703125
500,8.04443359375
504,7.720703125
506,9.623046875
513,7.720703125
520,7.51708984375
525,10.074462890625
528,10.510009765625
529,9.96435546875
532,7.51708984375
540,9.623046875
546,10.510009765625
550,10.5341796875
552,12.215087890625
560,9.96435546875
567,10.5341796875
572,9.96435546875
575,11.261962890625
576,11.516357421875
588,11.261962890625
594,12.215087890625
598,13.09375
600,13.58837890625
616,11.516357421875
621,14.195068359375
624,14.790283203125
625,15.213134765625
644,14.790283203125
648,14.86376953125
650,16.072509765625
672,15.213134765625
675,17.0390625
676,16.946533203125
700,18.807373046875
702,19.0537109375
728,20.87841796875
729,22.930908203125
756,21.989013671875
784,25.3193359375
