N,Time (ms)
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
38,0.0
39,0.0
40,0.0
42,0.0
44,0.0
45,0.0
46,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
60,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
68,0.0
69,0.0
70,0.0
72,0.0
75,0.0
76,0.0
77,0.0
78,0.0
80,0.0
81,0.0
84,0.0
85,0.0
87,0.0
88,0.0
90,0.0
91,0.0
92,0.0
93,0.0
95,0.0
96,0.0
98,0.0
99,1.0
100,0.52734375
102,0.0
104,0.0
105,0.0
108,0.0
110,0.0
112,0.0
114,0.0
115,0.0
116,0.0
117,0.0
119,0.0
120,1.0
121,0.0
124,1.0
125,0.0
126,0.0
128,0.0
130,1.0
132,0.0
133,0.0
135,1.0
136,0.0
138,0.0
140,0.0
143,0.0
144,0.0
145,0.0
147,0.9990234375
150,1.0
152,0.0
153,0.0
154,1.0
155,0.0
156,0.0
160,0.0
161,0.0
162,0.0
165,0.998779296875
168,0.0
169,1.0
170,1.0
171,0.999755859375
174,0.0
175,0.0
176,0.10888671875
180,0.998779296875
182,0.0
184,1.0
186,0.0
187,0.0
189,0.0
190,0.998779296875
192,0.0
195,0.999755859375
196,0.0
198,1.000244140625
200,1.0
203,0.998779296875
204,1.0
207,0.998779296875
208,1.0
209,1.502685546875
210,0.0
216,0.998779296875
217,1.0
220,1.0
221,0.999755859375
224,1.0
225,0.0
228,1.0
230,1.0
231,1.002685546875
232,0.999755859375
234,1.0
238,1.0
240,0.999755859375
242,1.015625
243,1.0
247,1.005126953125
248,1.0
250,0.999755859375
252,1.005126953125
253,0.999755859375
255,1.999755859375
256,1.0
260,0.999755859375
261,1.0
264,1.0
266,1.999267578125
270,1.005126953125
272,2.0654296875
273,2.003173828125
275,0.999755859375
276,1.999267578125
279,1.005126953125
280,1.999755859375
285,2.0078125
286,1.999755859375
288,1.0
289,2.566650390625
290,1.999755859375
294,2.005615234375
297,2.0654296875
299,2.0078125
300,1.999267578125
304,2.961181640625
306,3.00244140625
308,2.566650390625
310,2.0654296875
312,1.999755859375
315,3.00341796875
319,2.0654296875
320,2.961181640625
322,2.002197265625
323,3.0
324,3.00341796875
325,2.961181640625
330,3.00244140625
336,2.0654296875
338,3.00244140625
340,3.501953125
341,3.0
342,3.082763671875
345,3.501953125
348,3.0
350,2.961181640625
351,2.0654296875
352,3.501953125
357,3.788818359375
360,3.0
361,4.000244140625
364,2.566650390625
368,3.082763671875
372,3.788818359375
374,4.0
375,3.0
377,4.0
378,3.00244140625
380,4.0078125
384,4.000244140625
390,4.0
391,4.000244140625
392,3.082763671875
396,4.000244140625
399,5.011962890625
400,4.000244140625
403,4.442626953125
405,4.0078125
406,4.03466796875
408,4.0078125
414,4.574462890625
416,4.0078125
418,4.97021484375
420,4.574462890625
425,4.0078125
432,4.000244140625
434,5.011962890625
435,4.442626953125
437,6.719482421875
440,6.505126953125
441,7.015380859375
442,4.97021484375
448,6.505126953125
450,5.011962890625
456,5.52197265625
459,6.505126953125
460,6.017822265625
462,6.005615234375
464,6.505126953125
465,7.015380859375
468,6.719482421875
475,7.015380859375
476,6.505126953125
480,7.015380859375
483,8.00244140625
484,7.002685546875
486,6.005615234375
493,7.015380859375
494,8.00244140625
496,7.015380859375
500,6.005615234375
504,6.505126953125
506,9.00732421875
510,7.002685546875
512,8.00244140625
513,6.005615234375
520,8.011962890625
522,8.00244140625
525,9.00732421875
527,7.79248046875
528,10.612548828125
529,10.265869140625
532,10.612548828125
540,7.002685546875
544,9.00732421875
546,9.008544921875
550,10.02392578125
551,9.00732421875
552,10.336669921875
558,9.00732421875
560,10.265869140625
567,10.02392578125
570,10.612548828125
572,10.265869140625
575,12.10693359375
576,10.265869140625
580,10.336669921875
588,10.02392578125
589,10.265869140625
594,10.336669921875
598,13.521728515625
600,12.10693359375
608,10.265869140625
609,10.336669921875
616,13.2744140625
620,11.8818359375
621,14.023193359375
624,16.523193359375
625,14.029052734375
630,13.521728515625
638,16.523193359375
640,14.023193359375
644,16.523193359375
648,15.6767578125
650,15.77490234375
651,16.523193359375
660,14.029052734375
667,14.67333984375
672,14.029052734375
675,17.942138671875
676,18.529296875
682,14.029052734375
690,15.77490234375
696,17.942138671875
700,18.4541015625
702,18.023193359375
704,18.529296875
713,18.4541015625
720,17.942138671875
725,18.529296875
728,20.5068359375
729,19.556640625
736,18.023193359375
744,18.529296875
750,20.5068359375
754,22.003662109375
756,22.078857421875
768,19.556640625
775,22.003662109375
780,19.556640625
783,23.49365234375
784,24.602783203125
800,23.49365234375
806,22.078857421875
810,24.999755859375
812,26.979736328125
832,24.602783203125
837,32.927978515625
840,28.3427734375
841,30.22705078125
864,28.3427734375
868,30.438720703125
870,31.03369140625
896,30.22705078125
899,37.25439453125
900,33.454345703125
928,36.353759765625
930,37.21044921875
960,39.96337890625
961,37.4755859375
992,43.955322265625
1024,46.57568359375
